hh_type,hh_id
Lone parent with dependent children,HH1240701
Lone parent with dependent children,NA
,
Couple with no children,HH1240801
Couple with no children,HH1240801
Couple with no children,HH1240801
Couple with independent children only,HH1240901
Couple with independent children only,HH1240901
Couple with independent children only,HH1240901
Couple with independent children only,HH1240901
Couple with independent children only,NA
,
Couple with no children,HH1241001
Couple with no children,HH1241001
Lone parent with dependent children,HH1241101
Lone parent with dependent children,NA
,
Other,HH1241201
Other,NA
,
Couple with no children,HH1241301
Couple with no children,HH1241301
Two or more non-family adults,HH1241401
Two or more non-family adults,HH1241401
Couple with no children,HH1241501
Couple with no children,HH1241501
Live alone,HH1241601
Live alone,HH1241701
Couple with no children,HH1241801
Couple with no children,HH1241801
Couple with dependent children,HH1241901
Couple with dependent children,HH1241901
Couple with dependent children,HH1241901
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Couple with dependent children,HH1242001
Couple with dependent children,HH1242001
Couple with dependent children,HH1242001
Couple with dependent children,HH1242001
Lone parent with dependent children,HH1242101
Lone parent with dependent children,HH1242101
Lone parent with dependent children,HH1242101
Couple with dependent children,HH1242201
Couple with dependent children,HH1242201
Couple with dependent children,HH1242201
Live alone,HH1242301
Couple with dependent children,HH1242401
Couple with dependent children,HH1242401
Couple with dependent children,HH1242401
Couple with dependent children,HH1242401
Couple with no children,HH1242501
Couple with no children,NA
,
Couple with dependent children,HH1242601
Couple with dependent children,HH1242601
Couple with dependent children,HH1242601
Couple with dependent children,HH1242601
Couple with independent children only,HH1242701
Couple with independent children only,HH1242701
Couple with independent children only,NA
,
Couple with independent children only,HH1242801
Couple with independent children only,HH1242801
Couple with no children,HH1242901
Couple with no children,NA
,
Lone parent with dependent children,HH1243001
Lone parent with dependent children,HH1243001
Lone parent with dependent children,HH1243001
Couple with dependent children,HH1243101
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Couple with dependent children,HH1243101
Couple with dependent children,HH1243201
Couple with dependent children,HH1243201
Couple with dependent children,HH1243201
Couple with dependent children,HH1243201
Couple with dependent children,HH1243201
Couple with dependent children,HH1243201
Couple with independent children only,HH1243301
Couple with independent children only,HH1243301
Couple with independent children only,HH1243301
Couple with dependent children,HH1243401
Couple with dependent children,NA
,
Couple with dependent children,HH1243401
Couple with no children,HH1243501
Couple with no children,HH1243501
Couple with no children,HH1243501
Couple with independent children only,HH1243601
Couple with independent children only,NA
,
Couple with independent children only,HH1243601
Couple with dependent children,HH1243701
Couple with dependent children,HH1243701
Couple with dependent children,HH1243701
Couple with dependent children,HH1243701
Couple with independent children only,HH1243801
Couple with independent children only,HH1243801
Couple with dependent children,HH1243901
Couple with dependent children,HH1243901
Couple with dependent children,HH1243901
Couple with dependent children,HH1243901
Couple with dependent children,HH1243901
Other,HH1244001
Other,NA
,
Couple with independent children only,HH1244101
Couple with independent children only,HH1244101
Couple with dependent children,HH1244201
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Couple with dependent children,HH1244301
Couple with dependent children,HH1244301
Couple with dependent children,HH1244301
Couple with dependent children,HH1244301
Couple with dependent children,HH1244401
Couple with dependent children,HH1244401
Couple with dependent children,NA
,
Couple with dependent children,HH1244401
Couple with dependent children,HH1244401
Couple with dependent children,HH1244501
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Couple with dependent children,HH1244501
Couple with dependent children,HH1244501
Couple with no children,HH1244601
Couple with no children,HH1244601
Couple with dependent children,HH1244701
Couple with dependent children,NA
,
Couple with dependent children,HH1244701
Couple with dependent children,HH1244701
Live alone,HH1244801
Couple with no children,HH1244901
Couple with no children,NA
,
Couple with dependent children,HH1245001
Couple with dependent children,NA
,
Couple with dependent children,HH1245001
Couple with dependent children,HH1245001
Live alone,HH1245101
Live alone,HH1245201
Lone parent with dependent children,HH1245301
Lone parent with dependent children,HH1245301
Lone parent with dependent children,HH1245401
Lone parent with dependent children,HH1245401
Couple with dependent children,HH1245501
Couple with dependent children,HH1245501
Couple with dependent children,HH1245501
Couple with dependent children,HH1245501
Other,HH1245601
Other,HH1245601
Couple with independent children only,HH1245701
Couple with independent children only,HH1245701
Lone parent with independent children only,HH1245801
Lone parent with independent children only,HH1245801
Live alone,HH1245901
Couple with no children,HH1246001
Couple with no children,NA
,
Couple with independent children only,HH1246101
Couple with independent children only,HH1246101
Couple with independent children only,HH1246101
Lone parent with independent children only,HH1246201
Lone parent with independent children only,HH1246201
Live alone,HH1246301
Couple with independent children only,HH1246401
Couple with independent children only,NA
,
Couple with independent children only,NA
,
Couple with dependent children,HH1246501
Couple with dependent children,NA
,
Couple with dependent children,HH1246501
Couple with dependent children,HH1246501
Live alone,HH1246601
Couple with independent children only,HH1246701
Couple with independent children only,HH1246701
Couple with independent children only,HH1246701
Couple with independent children only,HH1246701
Couple with independent children only,HH1246701
